interaction_id,customer_id,campaign_id,interaction_date,clicked,converted,revenue_generated
INT_00398,CUST_0325,CAMP_003,2024-11-11,1,1,110.66
INT_00399,CUST_0300,CAMP_004,2025-01-22,1,0,9.04
INT_00400,CUST_0281,CAMP_009,2025-03-25,0,0,162.3
INT_00401,CUST_0365,CAMP_001,2024-07-18,0,0,31.86
INT_00402,CUST_0167,CAMP_007,2025-11-04,1,0,143.92
INT_00403,CUST_0196,CAMP_002,2026-02-05,1,1,356.02
INT_00404,CUST_0306,CAMP_008,2024-12-31,1,0,413.49
INT_00405,CUST_0272,CAMP_005,2025-08-03,0,0,293.96
INT_00406,CUST_0151,CAMP_005,2025-08-02,0,0,317.39
INT_00407,CUST_0233,CAMP_006,2025-02-21,0,0,164.38
INT_00408,CUST_0259,CAMP_002,2024-10-29,0,0,194.52
INT_00409,CUST_0310,CAMP_009,2024-12-27,0,1,464.94
INT_00410,CUST_0221,CAMP_008,2025-10-29,0,0,6.28
INT_00411,CUST_0051,CAMP_001,2024-11-28,0,0,170.3
INT_00412,CUST_0407,CAMP_006,2025-02-19,1,1,173.18
INT_00413,CUST_0360,CAMP_004,2025-03-02,1,1,222.19
INT_00414,CUST_0059,CAMP_005,2026-04-26,1,0,230.97
INT_00415,CUST_0437,CAMP_010,2024-10-29,1,0,371.29
INT_00416,CUST_0336,CAMP_005,2025-06-15,0,0,105.32
INT_00417,CUST_0334,CAMP_010,2024-11-07,0,0,348.86
INT_00418,CUST_0450,CAMP_004,2024-12-06,1,0,336.49
INT_00419,CUST_0394,CAMP_008,2024-09-11,1,0,127.85
INT_00420,CUST_0283,CAMP_006,2024-08-02,1,0,16.13
INT_00421,CUST_0370,CAMP_010,2025-08-07,1,0,426.15
INT_00422,CUST_0444,CAMP_008,2025-10-24,1,0,483.86
INT_00423,CUST_0111,CAMP_004,2026-04-10,0,1,315.69
INT_00424,CUST_0221,CAMP_009,2025-01-15,0,1,280.66
INT_00425,CUST_0232,CAMP_004,2025-08-24,1,0,172.65
INT_00426,CUST_0455,CAMP_003,2025-04-27,0,0,103.78
INT_00427,CUST_0117,CAMP_001,2024-11-28,1,0,492.43
INT_00428,CUST_0212,CAMP_007,2026-01-27,0,0,184.6
INT_00429,CUST_0174,CAMP_001,2025-03-10,1,1,145.91
INT_00430,CUST_0424,CAMP_004,2025-02-04,0,0,157.67
INT_00431,CUST_0233,CAMP_009,2024-09-10,0,0,337.25
INT_00432,CUST_0205,CAMP_006,2024-12-17,1,0,14.78
INT_00433,CUST_0213,CAMP_001,2025-04-01,0,0,312.43
INT_00434,CUST_0374,CAMP_006,2026-01-09,1,1,83.37
INT_00435,CUST_0049,CAMP_001,2025-01-22,0,0,175.81
INT_00436,CUST_0161,CAMP_007,2025-09-19,0,1,215.77
INT_00437,CUST_0219,CAMP_005,2024-06-20,1,0,497.91
INT_00438,CUST_0161,CAMP_002,2025-10-06,1,0,11.7
INT_00439,CUST_0341,CAMP_004,2026-04-15,1,0,486.68
INT_00440,CUST_0131,CAMP_009,2024-12-06,1,0,278.22
INT_00441,CUST_0192,CAMP_004,2025-01-05,1,1,245.38
INT_00442,CUST_0489,CAMP_007,2025-10-15,1,1,117.36
INT_00443,CUST_0079,CAMP_008,2025-01-10,1,0,460.59
INT_00444,CUST_0352,CAMP_001,2026-02-09,0,0,65.85
INT_00445,CUST_0473,CAMP_003,2025-02-27,0,1,303.56
INT_00446,CUST_0243,CAMP_005,2025-05-06,1,0,424.83
INT_00447,CUST_0035,CAMP_002,2025-04-01,0,1,48.49
INT_00448,CUST_0047,CAMP_001,2024-07-30,0,1,109.15
INT_00449,CUST_0426,CAMP_004,2025-03-24,1,0,496.07
INT_00450,CUST_0044,CAMP_009,2025-01-03,1,1,285.37
INT_00451,CUST_0048,CAMP_007,2026-02-14,1,0,89.31
INT_00452,CUST_0222,CAMP_006,2025-10-24,0,0,79.56
INT_00453,CUST_0050,CAMP_008,2026-04-15,1,0,388.76
INT_00454,CUST_0382,CAMP_002,2026-03-05,0,0,367.23
INT_00455,CUST_0379,CAMP_010,2025-07-10,0,0,200.56
INT_00456,CUST_0191,CAMP_002,2025-10-09,0,0,204.26
INT_00457,CUST_0416,CAMP_009,2024-06-14,0,1,375.64
INT_00458,CUST_0067,CAMP_003,2025-04-05,0,0,209.09
INT_00459,CUST_0285,CAMP_007,2026-03-21,0,0,299.62
INT_00460,CUST_0031,CAMP_002,2024-10-01,1,1,159.7
INT_00461,CUST_0301,CAMP_010,2026-04-04,1,0,181.59
INT_00462,CUST_0490,CAMP_010,2025-11-03,0,0,52.82
INT_00463,CUST_0288,CAMP_001,2025-03-06,0,0,442.38
INT_00464,CUST_0288,CAMP_007,2026-01-31,0,1,480.12
INT_00465,CUST_0169,CAMP_003,2025-05-27,1,1,380.88
INT_00466,CUST_0344,CAMP_004,2024-06-29,1,1,158.89
INT_00467,CUST_0063,CAMP_005,2025-05-01,1,0,267.81
INT_00468,CUST_0211,CAMP_005,2025-12-29,0,0,196.09
INT_00469,CUST_0182,CAMP_006,2026-04-11,1,0,429.53
INT_00470,CUST_0448,CAMP_007,2025-09-08,1,0,247.42
INT_00471,CUST_0341,CAMP_006,2024-11-12,1,0,231.96
INT_00472,CUST_0482,CAMP_006,2025-04-02,1,0,413.07
INT_00473,CUST_0385,CAMP_008,2025-05-07,1,1,224.73
INT_00474,CUST_0217,CAMP_005,2024-12-13,0,0,461.96
INT_00475,CUST_0445,CAMP_004,2025-05-26,0,1,88.81
INT_00476,CUST_0469,CAMP_002,2025-12-26,1,1,144.2
INT_00477,CUST_0370,CAMP_004,2026-01-06,0,0,266.33
INT_00478,CUST_0027,CAMP_003,2025-06-06,1,0,167.03
INT_00479,CUST_0496,CAMP_010,2026-05-09,0,0,232.01
INT_00480,CUST_0148,CAMP_002,2024-07-02,1,0,86.14
INT_00481,CUST_0308,CAMP_003,2025-04-05,1,0,453.64
INT_00482,CUST_0160,CAMP_002,2024-08-04,1,0,191.68
INT_00483,CUST_0181,CAMP_003,2025-08-06,0,0,326.55
INT_00484,CUST_0054,CAMP_008,2025-08-24,0,1,487.12
INT_00485,CUST_0296,CAMP_008,2026-05-10,1,0,205.15
INT_00486,CUST_0260,CAMP_006,2025-10-30,1,0,318.21
INT_00487,CUST_0109,CAMP_007,2026-01-18,0,0,309.44
INT_00488,CUST_0080,CAMP_002,2026-05-26,1,0,69.29
INT_00489,CUST_0337,CAMP_009,2024-09-22,0,0,309.96
INT_00490,CUST_0247,CAMP_006,2025-08-10,0,0,499.45
INT_00491,CUST_0115,CAMP_004,2024-11-27,1,0,299.78
INT_00492,CUST_0434,CAMP_008,2024-11-29,1,0,366.07
INT_00493,CUST_0056,CAMP_005,2026-05-13,0,0,472.74
INT_00494,CUST_0180,CAMP_008,2026-01-12,0,0,162.51
INT_00495,CUST_0433,CAMP_005,2026-05-24,0,0,124.97
INT_00496,CUST_0285,CAMP_002,2024-09-08,1,0,284.65
INT_00497,CUST_0189,CAMP_002,2026-05-31,0,0,235.96
INT_00498,CUST_0059,CAMP_003,2026-02-15,1,0,45.48
INT_00499,CUST_0391,CAMP_005,2024-06-17,0,1,185.15
INT_00500,CUST_0143,CAMP_010,2026-02-04,1,0,371.48
INT_00501,CUST_0294,CAMP_001,2026-04-18,0,0,441.76
INT_00502,CUST_0116,CAMP_004,2024-07-13,1,0,327.06
INT_00503,CUST_0414,CAMP_006,2024-08-09,1,0,276.03
INT_00504,CUST_0220,CAMP_003,2026-01-07,1,0,431.72
INT_00505,CUST_0433,CAMP_002,2024-07-08,1,1,425.15
INT_00506,CUST_0288,CAMP_004,2025-10-27,1,0,80.69
INT_00507,CUST_0499,CAMP_006,2025-01-18,1,1,184.53
INT_00508,CUST_0393,CAMP_007,2025-02-18,1,0,437.33
INT_00509,CUST_0420,CAMP_009,2026-03-01,1,0,87.61
INT_00510,CUST_0319,CAMP_001,2024-06-04,0,0,468.57
INT_00511,CUST_0315,CAMP_005,2025-09-09,0,0,460.69
INT_00512,CUST_0346,CAMP_005,2026-02-20,1,0,161.36
INT_00513,CUST_0330,CAMP_003,2025-08-30,1,0,146.49
INT_00514,CUST_0286,CAMP_001,2026-01-21,0,0,447.22
INT_00515,CUST_0014,CAMP_007,2025-11-03,1,0,103.5
INT_00516,CUST_0312,CAMP_008,2025-03-23,0,0,230.59
INT_00517,CUST_0476,CAMP_009,2025-11-06,0,0,122.52
INT_00518,CUST_0337,CAMP_009,2024-08-14,1,0,301.62
INT_00519,CUST_0425,CAMP_004,2024-08-31,0,0,494.86
INT_00520,CUST_0356,CAMP_002,2025-09-17,1,0,398.38
INT_00521,CUST_0137,CAMP_008,2025-11-19,1,0,486.4
INT_00522,CUST_0015,CAMP_002,2025-09-25,0,0,250.11
INT_00523,CUST_0093,CAMP_003,2025-08-18,0,0,55.58
INT_00524,CUST_0140,CAMP_002,2025-06-02,0,1,302.0
INT_00525,CUST_0360,CAMP_001,2026-01-23,1,0,165.63
INT_00526,CUST_0391,CAMP_001,2024-11-06,1,0,460.08
INT_00527,CUST_0159,CAMP_004,2024-12-07,0,0,79.63
INT_00528,CUST_0472,CAMP_003,2025-12-02,1,1,231.11
INT_00529,CUST_0174,CAMP_004,2024-12-01,1,0,481.24
INT_00530,CUST_0180,CAMP_007,2024-10-19,1,1,3.44
INT_00531,CUST_0004,CAMP_006,2024-12-23,0,1,16.16
INT_00532,CUST_0093,CAMP_002,2025-09-17,0,0,338.44
INT_00533,CUST_0446,CAMP_010,2025-01-09,0,0,433.53
INT_00534,CUST_0074,CAMP_010,2026-01-07,0,1,497.77
INT_00535,CUST_0290,CAMP_005,2026-02-12,1,0,431.08
INT_00536,CUST_0337,CAMP_002,2025-07-10,1,0,35.18
INT_00537,CUST_0206,CAMP_001,2024-10-26,0,0,208.54
INT_00538,CUST_0036,CAMP_002,2024-06-25,1,0,130.01
INT_00539,CUST_0073,CAMP_004,2025-12-04,0,0,357.99
INT_00540,CUST_0380,CAMP_008,2024-11-20,1,0,60.49
INT_00541,CUST_0325,CAMP_003,2025-10-07,0,0,388.3
INT_00542,CUST_0498,CAMP_002,2026-04-23,0,1,323.54
INT_00543,CUST_0016,CAMP_006,2026-01-25,1,0,267.09
INT_00544,CUST_0047,CAMP_002,2025-07-28,0,0,11.86
INT_00545,CUST_0383,CAMP_001,2025-03-09,0,1,240.4
INT_00546,CUST_0272,CAMP_008,2026-01-29,0,1,363.02
INT_00547,CUST_0111,CAMP_001,2025-07-04,1,0,146.48
INT_00548,CUST_0193,CAMP_003,2025-12-12,1,0,199.2
INT_00549,CUST_0215,CAMP_010,2026-05-16,1,0,411.16
INT_00550,CUST_0233,CAMP_007,2025-06-26,0,0,384.38
INT_00551,CUST_0175,CAMP_007,2025-09-06,1,0,181.69
INT_00552,CUST_0081,CAMP_008,2024-07-03,0,0,358.31
INT_00553,CUST_0190,CAMP_001,2025-11-30,0,1,255.78
INT_00554,CUST_0160,CAMP_007,2026-02-27,1,0,324.81
INT_00555,CUST_0370,CAMP_007,2025-02-10,0,0,214.29
INT_00556,CUST_0167,CAMP_003,2026-04-30,1,0,62.03
INT_00557,CUST_0398,CAMP_006,2025-02-10,0,0,72.99
INT_00558,CUST_0483,CAMP_004,2024-12-30,0,0,131.25
INT_00559,CUST_0291,CAMP_003,2026-04-29,0,0,412.61
INT_00560,CUST_0306,CAMP_005,2026-04-01,1,0,376.79
INT_00561,CUST_0044,CAMP_005,2025-04-23,1,0,55.89
INT_00562,CUST_0453,CAMP_008,2025-07-25,1,0,84.48
INT_00563,CUST_0027,CAMP_003,2024-07-31,1,0,206.45
INT_00564,CUST_0080,CAMP_001,2025-07-02,1,0,169.92
INT_00565,CUST_0081,CAMP_010,2025-06-21,0,1,456.49
INT_00566,CUST_0387,CAMP_010,2024-06-04,1,0,397.78
INT_00567,CUST_0317,CAMP_010,2025-04-27,1,1,105.04
INT_00568,CUST_0026,CAMP_004,2025-10-24,1,0,48.56
INT_00569,CUST_0346,CAMP_005,2025-08-13,1,0,321.02
INT_00570,CUST_0042,CAMP_008,2025-01-16,0,0,37.03
INT_00571,CUST_0140,CAMP_007,2025-09-14,1,0,449.6
INT_00572,CUST_0227,CAMP_009,2026-03-30,0,1,245.79
INT_00573,CUST_0339,CAMP_008,2025-04-30,1,0,122.36
INT_00574,CUST_0218,CAMP_001,2025-10-04,1,0,130.0
INT_00575,CUST_0249,CAMP_002,2025-10-13,1,0,147.65
INT_00576,CUST_0311,CAMP_005,2024-11-15,1,0,222.34
INT_00577,CUST_0227,CAMP_007,2026-01-24,0,0,393.69
INT_00578,CUST_0213,CAMP_003,2025-05-23,0,0,349.78
INT_00579,CUST_0140,CAMP_007,2024-09-07,1,0,284.12
INT_00580,CUST_0111,CAMP_004,2024-12-19,1,0,297.21
INT_00581,CUST_0387,CAMP_009,2026-04-07,1,1,380.66
INT_00582,CUST_0263,CAMP_004,2024-11-27,1,0,74.01
INT_00583,CUST_0059,CAMP_009,2025-06-07,1,0,144.22
INT_00584,CUST_0177,CAMP_001,2025-01-08,1,1,110.51
INT_00585,CUST_0221,CAMP_007,2024-10-26,0,1,185.43
INT_00586,CUST_0057,CAMP_006,2026-02-20,1,0,181.36
INT_00587,CUST_0146,CAMP_008,2025-08-07,1,0,145.61
INT_00588,CUST_0348,CAMP_009,2024-07-15,1,0,472.4
INT_00589,CUST_0348,CAMP_008,2025-03-15,0,0,79.15
INT_00590,CUST_0304,CAMP_006,2025-02-21,0,0,316.95
INT_00591,CUST_0250,CAMP_010,2024-12-12,1,0,237.64
INT_00592,CUST_0270,CAMP_009,2025-12-28,0,1,219.93
INT_00593,CUST_0342,CAMP_006,2026-02-18,1,0,147.44
INT_00594,CUST_0158,CAMP_007,2025-12-15,0,0,371.87
INT_00595,CUST_0024,CAMP_005,2024-08-14,0,0,347.54
INT_00596,CUST_0113,CAMP_003,2025-12-29,0,0,73.26
INT_00597,CUST_0203,CAMP_001,2025-12-22,0,1,146.17
INT_00598,CUST_0307,CAMP_006,2025-06-06,1,1,192.11
INT_00599,CUST_0029,CAMP_010,2025-03-17,0,0,318.38
INT_00600,CUST_0004,CAMP_004,2026-01-03,0,1,14.0
INT_00601,CUST_0105,CAMP_001,2025-01-05,1,0,105.83
INT_00602,CUST_0155,CAMP_005,2025-08-03,1,1,151.48
INT_00603,CUST_0485,CAMP_001,2025-12-13,0,0,292.12
INT_00604,CUST_0109,CAMP_008,2025-06-17,1,0,129.71
INT_00605,CUST_0393,CAMP_009,2026-01-25,1,1,360.57
INT_00606,CUST_0071,CAMP_006,2025-08-16,0,0,372.73
INT_00607,CUST_0392,CAMP_010,2026-05-25,0,0,498.06
INT_00608,CUST_0131,CAMP_004,2025-03-14,0,0,202.92
INT_00609,CUST_0149,CAMP_003,2025-11-21,0,0,309.23
INT_00610,CUST_0168,CAMP_002,2024-06-26,0,1,85.21
INT_00611,CUST_0062,CAMP_004,2025-03-24,0,0,172.11
INT_00612,CUST_0004,CAMP_004,2025-07-01,0,0,77.94
INT_00613,CUST_0255,CAMP_005,2025-08-17,0,0,426.31
INT_00614,CUST_0383,CAMP_009,2026-01-06,0,0,157.15
INT_00615,CUST_0221,CAMP_001,2024-08-02,0,0,187.18
INT_00616,CUST_0090,CAMP_004,2025-07-17,1,0,432.7
INT_00617,CUST_0067,CAMP_010,2024-07-23,0,0,242.62
INT_00618,CUST_0195,CAMP_007,2026-02-23,0,0,84.56
INT_00619,CUST_0273,CAMP_006,2024-09-25,0,0,262.62
INT_00620,CUST_0361,CAMP_003,2025-07-03,1,0,87.69
INT_00621,CUST_0118,CAMP_003,2025-06-28,1,1,448.57
INT_00622,CUST_0257,CAMP_004,2026-04-26,1,0,7.12
INT_00623,CUST_0287,CAMP_010,2024-12-12,0,1,473.47
INT_00624,CUST_0427,CAMP_006,2026-02-20,1,0,171.18
INT_00625,CUST_0343,CAMP_006,2025-02-23,1,1,154.65
INT_00626,CUST_0413,CAMP_010,2025-06-02,1,1,112.15
INT_00627,CUST_0182,CAMP_001,2026-01-04,1,0,139.16
INT_00628,CUST_0037,CAMP_006,2025-01-03,1,1,389.01
INT_00629,CUST_0204,CAMP_010,2025-06-10,0,0,394.64
INT_00630,CUST_0442,CAMP_010,2025-03-09,0,0,325.0
INT_00631,CUST_0380,CAMP_003,2024-08-19,1,0,178.25
INT_00632,CUST_0022,CAMP_010,2024-12-21,0,1,229.66
INT_00633,CUST_0224,CAMP_004,2025-02-22,1,0,456.35
INT_00634,CUST_0010,CAMP_008,2025-05-04,1,0,453.15
INT_00635,CUST_0236,CAMP_009,2025-02-18,1,0,419.99
INT_00636,CUST_0472,CAMP_005,2024-09-05,0,1,422.87
INT_00637,CUST_0040,CAMP_003,2024-08-10,1,0,391.54
INT_00638,CUST_0442,CAMP_008,2025-03-21,1,0,262.06
INT_00639,CUST_0161,CAMP_001,2025-02-04,0,0,114.19
INT_00640,CUST_0295,CAMP_002,2024-08-19,1,0,101.26
INT_00641,CUST_0220,CAMP_001,2025-12-25,0,0,332.12
INT_00642,CUST_0294,CAMP_004,2024-07-05,1,0,199.25
INT_00643,CUST_0208,CAMP_010,2026-02-25,0,0,49.42
INT_00644,CUST_0364,CAMP_004,2025-11-09,1,0,164.76
INT_00645,CUST_0328,CAMP_001,2025-07-26,0,1,33.6
INT_00646,CUST_0214,CAMP_009,2025-09-15,1,1,276.64
INT_00647,CUST_0149,CAMP_008,2024-10-08,0,1,267.38
INT_00648,CUST_0059,CAMP_001,2025-07-02,0,0,370.63
INT_00649,CUST_0208,CAMP_006,2025-11-26,1,0,436.31
INT_00650,CUST_0011,CAMP_010,2025-08-28,0,0,485.22
INT_00651,CUST_0495,CAMP_004,2025-10-17,0,0,27.99
INT_00652,CUST_0167,CAMP_003,2025-02-01,1,0,283.35
INT_00653,CUST_0088,CAMP_006,2025-01-13,1,0,123.99
INT_00654,CUST_0411,CAMP_003,2024-06-08,0,0,128.04
INT_00655,CUST_0486,CAMP_006,2025-10-13,0,0,369.72
INT_00656,CUST_0317,CAMP_001,2025-07-29,0,1,344.85
INT_00657,CUST_0236,CAMP_001,2025-10-04,0,0,325.4
INT_00658,CUST_0426,CAMP_003,2025-10-21,1,0,122.54
INT_00659,CUST_0354,CAMP_010,2025-02-11,1,0,344.82
INT_00660,CUST_0471,CAMP_003,2024-07-25,0,0,228.03
INT_00661,CUST_0186,CAMP_002,2026-02-02,1,1,20.12
INT_00662,CUST_0046,CAMP_009,2025-12-20,0,0,304.57
INT_00663,CUST_0224,CAMP_006,2024-11-20,0,0,275.99
INT_00664,CUST_0433,CAMP_002,2024-11-07,0,0,45.68
INT_00665,CUST_0055,CAMP_006,2026-05-15,1,1,95.01
INT_00666,CUST_0125,CAMP_007,2024-10-22,1,1,415.35
INT_00667,CUST_0224,CAMP_010,2024-06-26,0,0,31.83
INT_00668,CUST_0302,CAMP_002,2026-04-30,1,0,451.57
INT_00669,CUST_0206,CAMP_006,2025-11-20,1,0,261.28
INT_00670,CUST_0269,CAMP_005,2026-03-30,0,1,30.43
INT_00671,CUST_0041,CAMP_006,2025-09-28,1,0,113.79
INT_00672,CUST_0203,CAMP_003,2026-04-24,1,0,292.84
INT_00673,CUST_0446,CAMP_003,2024-11-25,1,0,290.64
INT_00674,CUST_0159,CAMP_007,2025-05-26,1,0,232.14
INT_00675,CUST_0382,CAMP_008,2025-04-28,0,0,268.47
INT_00676,CUST_0174,CAMP_006,2024-08-27,0,0,390.71
INT_00677,CUST_0114,CAMP_003,2026-01-20,0,0,159.43
INT_00678,CUST_0171,CAMP_009,2026-04-23,1,1,316.95
INT_00679,CUST_0399,CAMP_010,2025-05-29,1,0,98.21
INT_00680,CUST_0087,CAMP_006,2025-10-02,0,0,58.2
INT_00681,CUST_0040,CAMP_004,2025-08-14,1,0,41.69
INT_00682,CUST_0262,CAMP_010,2026-05-13,1,1,98.7
INT_00683,CUST_0325,CAMP_003,2024-06-19,1,1,271.18
INT_00684,CUST_0059,CAMP_007,2026-04-06,1,0,107.5
INT_00685,CUST_0272,CAMP_005,2025-12-22,0,0,243.62
INT_00686,CUST_0262,CAMP_005,2026-03-28,0,0,284.66
INT_00687,CUST_0100,CAMP_003,2025-05-14,1,1,290.86
INT_00688,CUST_0464,CAMP_003,2025-08-27,1,0,430.57
INT_00689,CUST_0398,CAMP_001,2024-11-15,0,1,55.76
INT_00690,CUST_0179,CAMP_010,2025-09-13,1,0,443.26
INT_00691,CUST_0180,CAMP_007,2024-07-20,1,0,388.7
INT_00692,CUST_0373,CAMP_010,2026-04-24,0,0,97.4
INT_00693,CUST_0491,CAMP_001,2025-08-25,0,0,402.88
INT_00694,CUST_0420,CAMP_003,2024-09-01,0,1,307.21
INT_00695,CUST_0331,CAMP_010,2024-08-01,1,1,228.13
INT_00696,CUST_0418,CAMP_006,2025-05-23,0,0,0.25
INT_00697,CUST_0076,CAMP_010,2025-05-25,1,0,377.28
INT_00698,CUST_0121,CAMP_004,2024-07-07,1,0,300.68
INT_00699,CUST_0053,CAMP_010,2025-01-14,0,1,246.3
INT_00700,CUST_0075,CAMP_002,2025-09-17,1,0,88.27
INT_00701,CUST_0132,CAMP_008,2025-08-21,1,0,253.65
INT_00702,CUST_0102,CAMP_003,2025-12-06,0,0,257.1
INT_00703,CUST_0089,CAMP_006,2024-06-01,1,1,475.72
INT_00704,CUST_0309,CAMP_002,2025-07-16,0,1,149.82
INT_00705,CUST_0079,CAMP_004,2026-03-16,0,0,433.63
INT_00706,CUST_0390,CAMP_006,2024-06-21,0,0,124.51
INT_00707,CUST_0389,CAMP_006,2025-01-06,0,0,137.64
INT_00708,CUST_0336,CAMP_003,2024-12-20,0,1,280.63
INT_00709,CUST_0039,CAMP_002,2024-09-06,0,0,154.4
INT_00710,CUST_0091,CAMP_006,2025-09-21,1,0,220.02
INT_00711,CUST_0488,CAMP_008,2026-04-21,1,0,488.61
INT_00712,CUST_0396,CAMP_001,2026-05-10,0,0,472.85
INT_00713,CUST_0322,CAMP_005,2026-04-25,1,0,243.79
INT_00714,CUST_0253,CAMP_004,2025-03-28,1,0,159.6
INT_00715,CUST_0238,CAMP_004,2024-11-11,1,0,487.18
INT_00716,CUST_0387,CAMP_002,2024-07-27,0,0,235.25
INT_00717,CUST_0289,CAMP_006,2025-02-22,0,1,81.57
INT_00718,CUST_0390,CAMP_005,2024-09-16,1,1,32.78
INT_00719,CUST_0297,CAMP_002,2026-02-17,0,0,216.01
INT_00720,CUST_0230,CAMP_001,2025-12-05,1,0,152.32
INT_00721,CUST_0349,CAMP_001,2025-07-15,0,0,462.65
INT_00722,CUST_0474,CAMP_007,2024-09-16,1,0,221.6
INT_00723,CUST_0452,CAMP_008,2024-06-18,0,1,318.94
INT_00724,CUST_0290,CAMP_007,2024-09-02,0,0,269.3
INT_00725,CUST_0330,CAMP_003,2026-04-24,1,0,91.33
INT_00726,CUST_0326,CAMP_007,2025-09-22,0,1,389.4
INT_00727,CUST_0320,CAMP_008,2025-03-04,0,1,381.43
INT_00728,CUST_0166,CAMP_007,2026-05-14,0,1,106.61
INT_00729,CUST_0443,CAMP_006,2025-07-28,0,0,250.89
INT_00730,CUST_0498,CAMP_009,2025-08-06,0,0,160.01
INT_00731,CUST_0322,CAMP_007,2025-08-17,1,1,265.2
INT_00732,CUST_0162,CAMP_002,2026-05-16,0,1,51.46
INT_00733,CUST_0078,CAMP_008,2025-08-22,1,0,150.03
INT_00734,CUST_0226,CAMP_010,2024-10-03,0,0,304.76
INT_00735,CUST_0035,CAMP_004,2025-12-02,0,0,285.5
INT_00736,CUST_0241,CAMP_003,2025-12-10,0,0,77.3
INT_00737,CUST_0227,CAMP_008,2026-04-15,0,0,78.19
INT_00738,CUST_0324,CAMP_002,2025-01-05,0,0,383.2
INT_00739,CUST_0156,CAMP_001,2025-12-06,0,0,392.91
INT_00740,CUST_0408,CAMP_005,2025-12-08,1,0,426.18
INT_00741,CUST_0141,CAMP_001,2025-07-08,0,0,305.06
INT_00742,CUST_0303,CAMP_006,2025-02-23,1,0,78.57
INT_00743,CUST_0029,CAMP_005,2025-05-05,0,0,478.35
INT_00744,CUST_0181,CAMP_002,2025-02-19,0,1,490.58
INT_00745,CUST_0260,CAMP_002,2025-05-15,0,0,326.75
INT_00746,CUST_0038,CAMP_006,2025-02-13,0,1,394.37
INT_00747,CUST_0159,CAMP_003,2024-07-30,1,1,389.88
INT_00748,CUST_0237,CAMP_007,2024-06-02,0,0,134.69
INT_00749,CUST_0232,CAMP_003,2024-08-05,0,0,466.42
INT_00750,CUST_0020,CAMP_002,2024-06-13,0,1,235.99
INT_00751,CUST_0030,CAMP_009,2025-12-28,1,0,428.12
INT_00752,CUST_0189,CAMP_002,2025-03-03,1,1,151.81
INT_00753,CUST_0426,CAMP_006,2025-03-10,1,0,72.49
INT_00754,CUST_0147,CAMP_010,2024-10-08,1,0,166.86
INT_00755,CUST_0040,CAMP_010,2026-03-20,0,0,176.97
INT_00756,CUST_0331,CAMP_008,2025-07-01,0,0,372.61
INT_00757,CUST_0443,CAMP_001,2025-08-18,1,0,224.85
INT_00758,CUST_0438,CAMP_007,2025-03-13,0,0,212.65
INT_00759,CUST_0047,CAMP_003,2025-06-23,0,0,196.77
INT_00760,CUST_0315,CAMP_010,2026-02-24,0,0,208.56
INT_00761,CUST_0305,CAMP_007,2026-01-16,1,1,381.11
INT_00762,CUST_0260,CAMP_003,2026-03-08,0,0,202.04
INT_00763,CUST_0197,CAMP_001,2024-12-23,0,1,484.34
INT_00764,CUST_0237,CAMP_002,2025-07-11,1,0,176.81
INT_00765,CUST_0298,CAMP_006,2025-02-10,0,0,402.69
INT_00766,CUST_0284,CAMP_004,2026-04-23,1,0,487.49
INT_00767,CUST_0489,CAMP_004,2024-09-04,0,0,383.52
INT_00768,CUST_0406,CAMP_007,2026-02-12,1,0,9.74
INT_00769,CUST_0379,CAMP_009,2024-07-29,0,0,352.17
INT_00770,CUST_0459,CAMP_009,2025-08-17,1,0,104.3
INT_00771,CUST_0022,CAMP_005,2024-12-06,0,1,358.34
INT_00772,CUST_0231,CAMP_005,2025-03-26,0,0,147.4
INT_00773,CUST_0466,CAMP_005,2025-11-05,0,0,186.74
INT_00774,CUST_0415,CAMP_004,2025-08-24,0,0,160.92
INT_00775,CUST_0293,CAMP_002,2025-12-08,1,0,395.46
INT_00776,CUST_0334,CAMP_001,2024-10-17,0,1,162.84
INT_00777,CUST_0097,CAMP_007,2026-04-09,0,0,279.99
INT_00778,CUST_0165,CAMP_010,2025-02-13,1,0,99.73
INT_00779,CUST_0310,CAMP_009,2025-05-22,0,0,107.49
INT_00780,CUST_0244,CAMP_008,2024-09-25,0,0,251.47
INT_00781,CUST_0257,CAMP_003,2025-03-23,0,1,428.2
INT_00782,CUST_0078,CAMP_001,2026-01-20,0,1,53.42
INT_00783,CUST_0491,CAMP_006,2026-04-19,0,0,121.57
INT_00784,CUST_0032,CAMP_001,2024-06-05,1,0,162.74
INT_00785,CUST_0231,CAMP_007,2026-04-12,1,0,239.84
INT_00786,CUST_0053,CAMP_002,2024-06-05,1,0,360.63
INT_00787,CUST_0416,CAMP_005,2025-10-06,0,1,234.94
INT_00788,CUST_0461,CAMP_010,2025-09-27,0,1,485.57
INT_00789,CUST_0429,CAMP_008,2025-10-08,0,0,23.0
INT_00790,CUST_0176,CAMP_004,2024-11-20,1,1,329.71
INT_00791,CUST_0366,CAMP_002,2026-01-30,1,0,343.9
INT_00792,CUST_0044,CAMP_001,2024-10-29,1,0,454.44
INT_00793,CUST_0259,CAMP_004,2026-02-18,0,0,243.52
INT_00794,CUST_0331,CAMP_003,2025-05-28,0,0,140.07
INT_00795,CUST_0089,CAMP_005,2026-05-14,0,0,303.35
